result,ratio,cadical-CPU,ReEncode-CPU,ccdclMinus-CPU,ccdcl-CPU,ccdclPlus-CPU,cadical-Wall,ReEncode-Wall,ccdclMinus-Wall,ccdcl-Wall,ccdclPlus-Wall,Name
UNSAT,0.755634285,1799.18,689.12,1147.79,1014.41,1398.36,1804.98,693.5,1150.5,1021.12,1405.18,6f0e236c999de0a5e3c46fd3463b1d0d-rook-56-1-1
SAT,0.504080258,5000,1008.84,5000,238.88,5000,5000,1016.62,5000,241.16,5000,6f2e03667738763b9eebea5ac3abe462-mp1-blockpuzzle_9x9_s7_free8
UNKNOWN,0.013443936,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,6f40bd5ac85e2a53b392d8f0369e7f1f-harder-fphp-016-015.sat05-1230.reshuffled-07
UNSAT,0.226054982,1892.48,2097.44,1778.66,1753.59,1846.37,1903.72,2107.09,1790.56,1762.77,1858.77,6f4df706246d29bf38adadd274fadab3-SGI_30_60_19_60_6-dir.shuffled-as.sat03-112
SAT,0.4289568,0,0.03,0,0,0,0.02,0.02,0.01,0.01,0.02,6f8f8770f57cb1078836de8972d96283-rovers5_v01a.shuffled-as.sat05-4048
SAT,0.020298966,682.4,495.5,200.44,99.17,311.29,684.63,498.68,201.06,100.21,313.33,6ff4198f0afaa8cd07f0c33edb9f71e7-qwh.60.1692.shuffled-as.sat03-1658
SAT,0.164230101,0,0,0.15,0,0,0.01,0.01,0.01,0.01,0.01,701fcca512472c9978327f0436e4d49f-satellite3_ks99i.renamed-as.sat05-3984
UNSAT,0.772791024,153.48,155.62,205.99,124.94,135.06,153.91,158.07,207.26,125.2,136.04,7038ba74bfed733ed3d2338747864faa-fclqcolor-10-06-07.shuffled-as.sat05-1274
SAT,0.504083955,1448.17,5000,5000,5000,237.17,1456.77,5000,5000,5000,238.29,7042dbc5432e4d78f81ec4041e10a387-mp1-blockpuzzle_9x9_s1_free8
UNKNOWN,0.78877114,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,70628bc527228ff61fc0ebfc3a6ff20f-4g_5color_170_060_05
SAT,0.086651054,6.34,15.69,547.38,24.13,103.31,6.4,15.55,550.59,24.11,105.25,7083b70c1976162e2693d7a493717ffd-battleship-14-26-sat
UNKNOWN,0.357914426,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,708cf84971c0919fd60b0b2acdee4fc8-rbsat-v1375c111739g6
UNKNOWN,0.304962504,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,70a6ecc229f6664d3dc2419c6f2dfdd8-le450_25a.col.25
UNSAT,0.176383973,15.48,21.38,11.38,7.7,8.39,15.56,14.23,11.43,7.66,8.43,70dc3f80b9e937dd5db516b19615b6ec-barman-pfile10-040.sas.cr.17
SAT,0.022640006,15.25,76.5,46.42,45.43,18.81,15.3,76.66,47.19,45.56,18.79,70ef2b6bdc4101a0e35cf3d165571fe3-qwh.50.1250.shuffled-as.sat03-1655
SAT,0.309170886,541.48,786.04,966.17,47.06,1246,545.25,791.72,969.6,47.12,1256.22,71613f08039b4837884058caae8b14a1-rbsat-v760c43649g4
UNKNOWN,0.263157895,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7199fad8a1e63c9e5c8a39298d529348-hgen8-n260-03-S722413478.shuffled-as.sat03-887
UNSAT,0.69579031,0,0,0,0,0,0,0.01,0,0,0.01,71d83c2dbc7e4939889b57121e401210-term1_gr_rcs_w3.shuffled
SAT,0.312022668,5000,5000,5000,5000,4640.3,5000,5000,5000,5000,4672,7287f0df71a3c6ad7afde027a95f4210-rbsat-v945c61409g3
UNKNOWN,0.322958022,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,728a7865fadb047278e71f96c403a0cf-SGI_30_80_18_80_2-dir.shuffled-as.sat03-191
SAT,0.805054152,33.03,135.58,109.42,20.49,127.93,32.55,136.61,110.36,20.55,128.29,728d8551228f43ee4b1d76a516144e88-vmpc_26
SAT,0.450635726,5000,5000,5000,5000,3110.72,5000,5000,5000,5000,3120.63,72a033a7a86f1b89b1bdd8e28a97ecdf-frb80-14-1.used-as.sat04-879
SAT,0.279783478,5000,4023.29,5000,5000,5000,5000,4042.81,5000,5000,5000,72ec79f110559ac053a0a38fe99ccacc-sgp_7-7-7.shuffled-as.sat05-2672
UNSAT,0.508864914,1.03,2.01,0.89,1.21,1.67,0.78,1.74,0.55,1.02,1.28,73279b00b13e6099b1fd727378b0dcae-c880_gr_rcs_w6.shuffled
UNSAT,0.886313686,437.34,522.83,465.02,552.65,637.08,441.47,523.88,465.57,554.37,637.98,73290a2f525f7c1ce30e2367b09b3724-manthey_single-ordered-initialized-w46-b7
UNSAT,0.027554535,3598.12,0.81,5000,3748.07,5000,3610.73,0.83,5000,3783.37,5000,7399b86263f8b97f37480968786d1a9a-aloul-chnl11-13
UNKNOWN,0.367194527,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,73e400916ac2689653babcafdbc0e0ce-frb59-26-2.used-as.sat04-892
UNKNOWN,0.022556391,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,73eea2912e1b5e74d971903952a97208-counting-harder-php-014-013.sat05-1187.reshuffled-07
SAT,0.29664723,0,0,0.12,0,0,0.01,0.01,0.01,0.01,0.01,7437762a1b3016db108a632a512e2264-satellite2_v01a.renamed-as.sat05-3987
UNKNOWN,0.200271924,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,74b3e623f7c3a6b4a455a690cd95a3ba-bqwh.40.reg.520.sat05-433.reshuffled-07
UNSAT,0.882734487,673.52,727.06,651.63,712.83,743.21,675.07,727.9,653.28,718.64,746.8,74b45cea1e5113940db794e66cdba4e0-manthey_single-ordered-initialized-w52-b6
UNKNOWN,0.883267648,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,754570c833be996f1d7674bb112fcc07-fclqcolor-25-16-17.shuffled-as.sat05-1279
SAT,0.359114756,64.43,44.02,37.23,23.47,68.76,64.41,44.19,37.21,23.53,69.61,75ae63ed27c22c2385867ad8074fd037-rbsat-v760c43649gyes6
SAT,0.474555745,115.03,38.47,44.15,44.82,56.83,115.13,38.58,43.88,45.26,57.02,75f4fa1c541a7012c0a26e8dc4919785-gripper13.used-as.sat04-425
UNSAT,0.714285714,2.48,2.24,2.79,1.85,1.93,2.41,2.16,2.74,1.79,1.85,760bb3dd8f0b01339f22ea2d97dddebc-rope_0200.shuffled
SAT,0.505468998,15.24,4.99,19.84,18.46,4.62,14.96,5,19.46,18.37,4.64,76caddb98c62b82b3c46282573cebc54-em_8_4_5_all
UNKNOWN,0.258130081,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,77130c1a328111484093506d84bff825-hgen8-n320-02-S1127428711.sat05-484.reshuffled-07
SAT,0.12460733,0.05,0.05,0.05,0.05,0.06,0.16,0.12,0.21,0.2,0.01,772769f39aa2dc207054a2713672a743-battleship-10-19-sat
UNSAT,0.673279008,12.09,13.74,4.98,4.12,5.08,12.1,13.82,5.05,4.17,5.06,77a703b7b8e0af5b2e24f8c6f755db0d-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.010-NOTKNOWN
UNSAT,0.663111257,93.37,1.57,157.3,274.46,166.06,93.66,1.52,158.27,276.45,166.6,77b103479539a71c9fe27ac5333eea89-huck.col.11
SAT,0.221428571,0,0,0,0,0,0,0.01,0,0,0,77b18f227ee94d32a489a552abd8ee6b-bart10.shuffled
UNSAT,0.883693281,415.76,475.11,457.68,464.73,423.05,417.11,477.36,459.01,467.03,423.5,77cec45f73664612b39964d16a695de4-manthey_single-ordered-initialized-w44-b9
SAT,0.594985314,0.08,0.16,1.18,1.21,1.25,0.12,0.13,1.18,1.16,1.28,77f2ff6b224e8f65ada066a8a11f82ea-complete-500-0.1-8-9876543215008
SAT,0.351775119,5000,907.51,5000,5000,5000,5000,911.94,5000,5000,5000,780b0c9b5aed38a127f61c6aae7287aa-rbsat-v1375c111739gyes10
SAT,0.364257419,5000,2290.15,146.61,5000,5000,5000,2301.56,149.19,5000,5000,7841aa2e0f9e8126dbc5719068789db9-rbsat-v1150c84314gyes1
UNKNOWN,0.46163375,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7853e2d2e64015f2aa08678e5c43a339-vlsat2_702_14170
UNSAT,0.88327379,0.51,0.47,0.49,0.02,0.58,0.39,0.45,0.45,0.42,0.49,78592b2e0120f520bcdec4099593297b-manthey_single-ordered-initialized-w22-b6
UNSAT,0.423076923,0,0,0,0,0,0.01,0.01,0.01,0,0,787fd7b0f4d779fdabfbbd3dd29f8db4-battleship-4-6-unsat
UNKNOWN,0.356950085,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7882d223c35d697cb9e069b37bac4349-rbsat-v2640c305320gyes10
SAT,0.003444317,0.2,0,0.19,0,0,0.02,0.01,0.02,0,0,788324d8c7c764e421f1018aaad3a40e-fphp-030-030.shuffled-as.sat05-1206
SAT,0.501246883,0,0,0,0,0,0,0,0.01,0.01,0.01,78d8140d9ecf62492911a1ec73a06212-depots1_v01i.renamed-as.sat05-3947
UNKNOWN,0.345968641,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,791a804de9e9cf131322134798e7be9b-rbsat-v1150c84314gyes3
SAT,0.876047837,34.27,43.31,45.73,46.25,34.05,34.46,43.71,46.2,46.27,34.21,7927727cdd6b4346d77112510631721f-manthey_DimacsSorterHalf_37_6
SAT,0.647890141,91.19,108.64,44.99,68.37,135.42,91.34,108.84,45.4,68.41,135.68,792a9722ea61f5161d7b2e605098538b-total-10-15-s-sc2007
SAT,0.333509397,100.28,336.73,48.2,59.09,24.99,100.3,338.75,48.26,59.41,24.97,7948e49f890a013bd25e63938e096ac0-blocks-blocks-37-1.140-NOTKNOWN
SAT,0.229850491,432.02,5000,5000,103.82,1620.87,433.33,5000,5000,104.84,1632.2,7953ba88bdbe01cf541a87936da7138a-g125.shuffled
UNSAT,0.387194108,2.32,2.32,1.61,1.33,1.51,2.35,2.59,1.67,1.29,1.51,795a71e969aad84596bc5a6c25b2a783-logistics-rotate-08t5.shuffled-as.sat05-1138
SAT,0.804178097,5000,1104.95,4256.41,5000,3199.21,5000,1114.39,4262.23,5000,3204.66,79a44aeb93e3024327f3f0a623fefdc3-grieu-vmpc-31
UNKNOWN,0.313791592,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,79b054e88ec398feb4de4292fd52a8d6-rbsat-v1820c171155gyes6
UNSAT,0.755168456,3733.11,1329.05,3578.55,3199.11,3974.09,3748.11,1334.12,3597.54,3216.21,3990.18,79f7c3e7a56d73819387079a7fedb5e6-rook-61-1-1
SAT,0.769659606,49.02,49.15,29.58,32.15,53.73,49.19,50.96,29.69,32.2,53.77,79fc460b2303a776f07010631c9bc9fe-UCG-15-5p1
UNKNOWN,0.257425743,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7a32fd2a92ecd9b8253f7596b4514a8c-hgen8-n260-02-S1396509323.shuffled-as.sat03-886
SAT,0.786504918,161.08,731.63,1969.67,110.33,118.56,162.65,734.99,1978.16,111.17,118.62,7a955f7b50c9e274fdd477006a02d609-schur-triples-7-60
SAT,0.307544274,5000,5000,5000,5000,3883.8,5000,5000,5000,5000,3909.24,7aa2ce107a9dbeaa2c9761354dbe70d7-rbsat-v760c43649g7
UNKNOWN,0.527598387,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7af73f846548141cc97b8a149a20bfbf-vlsat2_57038_10572502.dimacs
UNSAT,0.438605305,74.96,76.75,81.39,77.14,78.47,77.89,76.84,81.6,77.52,78.58,7b35f953ec3674a5f4f4a9f312d33b91-rnd_150_29_u
SAT,0.675382322,3755.85,5000,348.91,5000,5000,3771.62,5000,352.14,5000,5000,7b40e39148de4d5f8d9384d6937c287e-stable-400-0.1-12-98765432140012
SAT,0.752486984,5000,9.27,5000,5000,5000,5000,9.29,5000,5000,5000,7b430dc4761000c3404b608fd5b1123e-6g_6color_366_040_04
UNSAT,0.227550283,285.02,406.21,285.62,335.76,327.66,287.55,407.66,286.38,340.24,328.61,7b51d6655ec42d470f65bc9c1f39e018-SGI_30_60_30_40_6-dir.shuffled-as.sat03-134
SAT,0.368415053,3936.12,33.02,5000,1365.92,5000,3949.85,32.79,5000,1371.04,5000,7c0d32cb8a4e302fbab6910f748056ee-rbsat-v945c61409gyes3
SAT,0.148373984,0.06,0,0.05,0.05,0.05,0.3,0.02,0.1,0.07,0.01,7ca6261a802a16061c75bd9f139637ec-bart20.shuffled
UNSAT,0.241344642,552.36,743.05,663.89,795.45,737.46,557.25,748.5,668.2,798.32,743.31,7ded5a1993e1fc6df9d0e3623bc64d1e-SGI_30_70_23_50_1-dir.shuffled-as.sat03-156
UNSAT,0.25,437.67,296.8,654.6,768.66,771.59,438.82,298.41,655.41,771.71,772.61,7e3617b2007c1a6d15095840cf96ddd5-sgen6-840-5-1
UNSAT,0.884397782,1288.71,1386.8,997.59,1521.32,1417.05,1292.61,1393.97,1001.06,1527.49,1419.82,7e5396d6b00b82c2fc0ea1d7c6505afd-manthey_single-ordered-initialized-w50-b7
UNKNOWN,0.313791304,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,7e8cd205be140936b35d713db474a2be-rbsat-v1150c84314gyes7
SAT,0.471332328,158.6,1011.95,440.03,93.84,604.08,159.57,1016.59,442.37,95.64,605.24,7edf55fdf6dc152493b5e2aaa86977e5-strips-gripper-20t39.shuffled-as.sat05-1148
SAT,0.354622287,298.42,523.1,224.03,891.81,93.75,299.93,524.94,225.44,895.37,93.7,7ef489e2f958158fbc5cda361702f684-rbsat-v945c61409gyes6
SAT,0.155825267,5000,301.18,5000,196.76,5.09,5000,304.55,5000,198.46,5.11,7efdf72de31fa82aeceb7acbc29a59bf-vlsat2_113_1150
SAT,0.596467117,0.07,0.11,1.16,1.13,1.3,0.12,0.13,1.12,1.12,1.3,7f8597580b9484377f2acd4896eb4807-complete-500-0.1-7-9876543215007
SAT,0.629396287,0,0,0.89,0.81,0.97,0.04,0.04,0.63,0.8,0.73,7faa62e8464b2ca45d9ca4bfd3ef95a4-complete-300-0.1-8-9876543213008
UNSAT,0.294075537,4665.28,5000,5000,5000,5000,4686.32,5000,5000,5000,5000,7fc117c1ce7ec6ebf3a770f382a5a29a-SGI_30_70_18_80_10-dir.shuffled-as.sat03-140
SAT,0.87619246,0,0.2,0,0.18,0,0.01,0.01,0.06,0.06,0.06,804ae5e8cb6ab57438e6cb705755d693-manthey_single-ordered-initialized-w20-b10
UNSAT,0.014691943,5000,99.61,5000,5000,5000,5000,99.88,5000,5000,5000,805a742eb8b4e0df3561ca8e0670670b-homer20.shuffled
UNSAT,0.832138263,61.69,79.66,88.96,81.66,75.43,61.84,80.92,89.14,82.21,75.77,80712e766e6526844f59e0f3d7c92873-barman-pfile07-028.sas.ex.15
UNSAT,0.427978168,0.14,0.41,0.14,0.1,0.45,0.34,0.31,0.28,0.3,0.35,80b32ccb260456d060982044b5dbe2ae-hanoi4u.shuffled-as.sat03-399
SAT,0.758599462,221.63,237.91,126.71,71.46,78.29,221.92,238.69,127.24,72.37,78.53,80e548bef03ac3dfa741c3b4121126e7-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_1.075-NOTKNOWN
SAT,0.856646445,223.26,151.36,352.39,297.1,95.6,223.51,151.96,352.85,297.27,95.71,8226a866770c4e3da127e54ca0dbd496-SC21_Timetable_C_466_E_62_Cl_31_S_30
UNSAT,0.31640625,881.43,678.51,3696.51,1298.17,5000,882.56,680.64,3701.73,1299.41,5000,822ac2997c9e0f0def5971dabcdb0dd9-mchess_18
UNKNOWN,0.335443617,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,82426f21121fa8474900bdd2b339cc20-sokoban-p20.sas.cr.35-sc2016
SAT,0.387696981,0,0,0,0,0,0,0.01,0,0.01,0.01,8349bad9fec3b0611611b3f62b5030cd-rovers1_v01i.renamed-as.sat05-3976
UNKNOWN,0.461377737,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8356e57e0e64b86e28bedb6aff099c96-vlsat2_15960_1464039.dimacs
SAT,0.420334928,0.1,0.09,0,0.09,0,0.06,0.08,0.04,0.02,0.01,83980f552b5e39ba31ed2d71a184d57b-ferry5_v01i.renamed-as.sat05-3995
UNSAT,0.40241185,47.27,43.26,36.52,37.32,35.1,47.26,43.35,36.56,37.81,35.2,839cd1ade564cb2fe3872b3e1391823b-k2fix_gr_rcs_w9.shuffled
SAT,0.135260116,2.91,1.08,14.61,14.3,27.73,2.91,1.1,14.64,14.31,27.75,83a1e1bb441806ee6112b1f2365456ca-battleship-10-17-sat
UNSAT,0.745961821,1.36,2.42,1.97,2.41,1.7,1.34,2.51,1.97,2.43,1.73,83ce47cd134a5238ebf0986372880e26-fclqcolor-08-05-06.shuffled-as.sat05-1273
UNSAT,0.701764617,5000,5000,5000,4749.09,5000,5000,5000,5000,4766.13,5000,83dc8f675657b3e6d148ef5cf897fb82-openstacks-sequencedstrips-nonadl-nonnegated-os-sequencedstrips-p30_3.025-NOTKNOWN
SAT,0.76973803,214.05,188.53,172.18,237.96,641.34,214.54,189.06,173.37,238.14,643.97,83ecc728055edd18daa4ac770b963b6d-UR-15-10p1
SAT,0.359993144,0,0,0,0.11,0,0.03,0.02,0.02,0.01,0.02,843f25e2c4d57e7eeaf5117c3121ab2f-rovers5_ks99i.renamed-as.sat05-3974
UNSAT,0.896768419,12.97,13.13,9.92,8.98,10.19,13.01,13.81,9.91,8.98,10.23,84732661a082f6f9739927fbf8d23e86-sokoban-p04.sas.ex.13
SAT,0.534517096,182.15,125.21,170.1,152.61,212.6,183.16,126.97,170.49,153.81,213.71,847acf906ee3e44de934120cc9f6f2c1-CNP-5-100
UNKNOWN,0.841283445,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8483632ccd23319f4710174391d52c4f-Timetable_C_181_E_34_Cl_12_S_10
SAT,0.551552642,160.78,36.48,29.53,112.35,117.49,162.92,36.82,29.54,112.75,117.83,849129608a891ec8f64bfb44995ab569-CNP-5-1400
UNKNOWN,0.017070485,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,854e92b1b7b24def3535fccbcf94cb8a-Pb-chnl15-16_c18
UNKNOWN,0.847790275,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,856e8a73e5c92ccdb42ee5851e67d207-Timetable_C_241_E_34_Cl_16_S_12
UNKNOWN,0.35753308,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,85c13fd867bfe325b4c157c6f41816b1-rbsat-v2640c305320gyes3
SAT,0.858262768,2687.05,2675.59,5000,5000,5000,2715.36,2683.6,5000,5000,5000,85eef885042cc63551c8938d4f6ab02e-Timetable_C_466_E_50_Cl_31_S_28
SAT,0.677621196,686.55,2259.51,530.18,45.82,260.96,691.41,2276.94,532.46,45.83,261.66,86b50dbc0e6d25e78792b1ec7d8910a1-transport-transport-two-cities-sequential-15nodes-1000size-3degree-100mindistance-3trucks-10packages-2008seed.020-NOTKNOWN
SAT,0.123754153,0.07,0,0.06,0.05,0,0.14,0.01,0.07,0.09,0,86fef51bd7eceeea0f92dfad03d21740-bart25.shuffled
UNSAT,0.320802005,289.74,115.42,536.35,220.73,175.39,291.96,115.76,539.88,221.02,175.77,8704094951693f99fd21403a039c8131-mchess_16
SAT,0.016528926,0.59,0,0.63,2.74,0,0.55,0,0.62,2.73,0.01,87812ad06d3612ba0d4766c410e9f7f7-php-016-016.shuffled-as.sat05-1160
SAT,0.358970184,559.67,266.3,1783.56,359.86,1097.02,564.11,268.48,1789.23,360.93,1103.16,87984cb6cf6f4e92e345369ef9ccd6c2-rbsat-v945c61409g5
SAT,0.50415304,204.72,5000,1196.3,5000,1646.37,206.63,5000,1202.06,5000,1651.33,87d44eba1c8d30f0df464dbc4b44deaa-mp1-blockpuzzle_9x9_s1_free7
SAT,0.31208046,3378.97,4752.7,5000,5000,182.14,3391.25,4768.35,5000,5000,183.07,882120c8bf49526c88887be7f345eb19-rbsat-v760c43649g3
UNSAT,0.507519675,999.51,679.26,203.27,172.74,195.06,1001.74,682.2,206.65,174.45,197.27,887e8caf9138890d880c6f7f70474994-at-least-two-sokoban-sequential-p145-microban-sequential.030-NOTKNOWN
UNSAT,0.532142182,69.67,55.81,77.79,75.03,73.59,70.26,55.88,78.05,75.09,74,888e59713b9c9693546cbc0b12b750f1-rnd_100_28_u
UNSAT,0.820128127,59.52,73.89,337.97,290.76,298.39,59.85,75.2,339.42,292.06,299.11,88b931af599878e153319a7908e6f603-crafted_n10_d6_c2_num13
UNSAT,0.75463226,5000,1778.34,4192.22,5000,4218.55,5000,1786.13,4223.19,5000,4241.08,88d7be29cf237b997580be3818ff202b-rook-68-1-1
UNKNOWN,0.002606516,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,88e09ac9993c54adc66293189133043d-fphp-035-034.shuffled-as.sat05-1235
UNSAT,0.755845002,2004.14,527.68,1141.32,1079.46,1145.71,2013.92,529.05,1156.81,1085.18,1152.74,88e8e528598da1f8795239396e427dc7-rook-54-1-1
UNKNOWN,0.4222527,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8914ae2b6b8b807d744b5665c373269a-hid-uns-enc-7-1-0-0-0-0-11545
SAT,0.686173618,290.4,1170.67,39.82,83.44,35.19,291.25,1175.65,39.78,85.54,35.21,891ab1b3d09c52b0813d14fab7b94d39-transport-transport-city-sequential-35nodes-1000size-4degree-100mindistance-4trucks-14packages-2008seed.020-NOTKNOWN
UNSAT,0.883243073,105.87,151.68,625.79,1198.53,2561.57,106.34,153.57,628.88,1202.87,2563.38,89625d0f533e459ff2d9c1bce0c7c2de-crafted_n12_d6_c3_num16
SAT,0.111285266,0.69,0.91,15.73,12.7,35.44,0.65,0.86,15.79,12.68,35.54,89fee6024fc817baf4016ff66f382a92-battleship-11-21-sat
UNSAT,0.230878611,4322.32,5000,4301.12,3820.03,3591.04,4351.07,5000,4329.03,3843.39,3609.97,8a6e8365555580ed3e0ccea9998b5fa6-SGI_30_70_26_40_6-dir.shuffled-as.sat03-163
UNKNOWN,0.848956624,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8aa9da1b9faca7329acaea993d163d0d-TimetableCNFEncoding_6_UNKNOWN
SAT,0.690706956,23.86,23.11,83.92,81.09,24.42,23.96,22.91,83.89,81.21,24.23,8b31606e10656ff7eb2936262b647443-stable-300-0.1-20-98765432130020
UNSAT,0.890547359,27.27,46.26,146.95,233.72,238.67,27.32,47.08,147.77,236.25,240.12,8b7acd38a7074de6431a45233875da9c-crafted_n12_d5_c4_num27
SAT,0.003652115,0,0,0,0,0,0.01,0.01,0.01,0,0.05,8baa0711d8c1a402bd2504da74cdf863-satsgi-n28himBHm30-p0-q333
SAT,0.330284739,0,0.11,0,0,0,0.01,0.01,0.01,0.02,0.02,8bc827a04706f235a82de54d0b30c4ab-driverlog2_v01i.shuffled-as.sat05-4029
SAT,0.141414141,0,0,0,0.45,0.06,0.05,0.01,0.01,0.42,0.24,8bcf7a159f222efa1ae718bd2a0e4897-battleship-9-17-sat
UNSAT,0.33562161,1555.06,1692.13,2023.69,2523.72,2090.94,1564.58,1695.53,2042.41,2533.4,2108.23,8bf63d50ebdb645b75a24370b8f94d31-sokoban-p20.sas.cr.25
UNKNOWN,0.325779983,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8c7c86dcd569aa63d74911e1fad1fc0c-SGI_30_80_27_80_2-dir.shuffled-as.sat03-213
SAT,0.283435001,0.03,0.02,0.02,0.01,0.01,0.11,0.12,0.12,0.05,0.26,8ccb08fb6fa159e268c5c7a3c619d2cb-srhd-sgi-m42-q585-n40-p30-s19690873
SAT,0.287242546,4762.06,5000,2550.27,5000,1113.26,4784.64,5000,2562.12,5000,1128.97,8d04ddb02298c335394dc78b177bb0e4-53-131674
SAT,0.640488779,14.95,12.49,19.29,12.88,19.05,15.06,12.53,19.26,12.93,19.07,8dabe4b7e1b459bec96eda3c62c45ea6-dated-10-13-s
UNSAT,0.85126162,1065.95,1275.19,3660.01,4000.57,4230.34,1077.73,1284.99,3687.91,4034.96,4243.07,8dd3ee48f7d6459e0c84ea6bd56330d8-rphp5_040_shuffled
SAT,0.505102041,0,0,0,0,0.07,0,0.01,0,0,0,8e0dd5c191f74cd38e2d6b306a889cc9-driverlog1_ks99i.shuffled-as.sat05-4018
UNKNOWN,0.847536651,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8e27e1a8a840eb474fe3f07108bcf4c5-SC21_Timetable_C_181_E_34_Cl_12_S_4
SAT,0.338383365,0.13,0.03,0.1,0,5000,0.11,0.12,0.6,0.05,5000,8e563124a89cad469ee16552bb48d114-srhd-sgi-m42-q663-n40-p15-s72490337
UNKNOWN,0.452035304,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8e5e7c6eb2f50bf91a03da4958582ab4-full-bf-ga-6-ce
SAT,0.857098014,2136,768.67,870.32,742.12,92.06,2144.41,777.5,871.26,744.09,92.15,8e905dfa09f45f7f50099f70cc38714c-Timetable_C_437_E_62_Cl_29_S_28
UNKNOWN,0.25,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8edd9fb9f977153a03811c072efafbb6-sgen6-1200-5-1
UNKNOWN,0.655458327,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,8ef37f0c6f566559f5716b94a2dd4817-partial-5-17-u
UNSAT,0.391298594,8.26,6.77,9.39,7.34,8.51,8.27,6.84,9.46,7.32,8.51,8f4f90694a129ca85d025c3d96d74b70-sokoban-p10.sas.cr.35
SAT,0.411177106,5000,5000,5000,556.04,3786.5,5000,5000,5000,557.73,3808.3,8f5bca645bd8738eb74c2e1dc284774a-sgp_7-4-6.shuffled-as.sat05-2671
UNSAT,0.877489704,1.87,1.91,1.73,2.6,2.17,1.66,1.99,1.51,2.5,2.17,8f7e4fe3a17c107e53f0a22d2aff74d2-manthey_single-ordered-initialized-w26-b8
SAT,0.695512372,0.42,0,0.42,0,0.38,0.04,0.04,0.05,0.03,0.04,8fade7a5a3600da5b2b41ca6f32a4f31-qg5-11.shuffled
UNSAT,0.554649294,1612.48,20.36,2302.6,3016.72,2708.38,1620.6,20.42,2315.68,3028.26,2727.72,901dfaac739b6cb18711faac9f5b909d-queen12_12.col.12
UNSAT,0.427471117,182.35,246.07,184.47,1513.39,1510.25,182.99,248.06,184.61,1519.27,1515.94,901ffb093661acceeec8088530d0d49c-hid-uns-enc-6-1-0-0-0-0-2907
SAT,0.002018163,1.82,0,25.32,21.12,0,1.53,0.01,25.14,21.15,0.01,90269b99c4857a01bf75cb3bf121c9c7-php-045-045.shuffled-as.sat05-1167
SAT,0.282007067,1864.95,495.78,73.84,1618.38,412.4,1872.28,496.8,74.4,1628.47,414.07,902ed2103c7c768e49f7b5e1455d506f-SGI_30_70_26_60_3-dir.shuffled-as.sat03-3
UNKNOWN,0.712590705,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,9030e1888ba0aff5c7b0cf90adc47aaa-abw-I-ash85.mtx-w24
UNSAT,0.268141557,1519.14,1717.92,1561.54,1520.85,1534.3,1526.89,1726.32,1567.67,1528.68,1548.27,909c25031918840cadf93f367b1c884b-SGI_30_70_21_60_7-dir.shuffled-as.sat03-150
SAT,0.364773534,21.68,14.28,25.9,1.97,9.71,21.46,14.29,25.67,1.93,9.5,909f704d5f4127c1197a086705468624-rbsat-v760c43649gyes10
UNSAT,0.037419355,7.45,6.01,9.15,8.48,10.7,7.44,6.05,9.22,9.24,10.68,90d2c6c480c80c39d0e8005bd405ecd4-fphp-010-009.shuffled-as.sat05-1227
